Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
LKLRJYT2,journalArticle,2020,"Seo, Bo Yoon; Kim, Eun Young; Ahn, Jeong Joon; Kim, Yonggyun; Kang, Sungtaeg; Jung, Jin Kyo","Development, Reproduction, and Life Table Parameters of the Foxglove Aphid, Aulacorthum solani Kaltenbach (Hemiptera: Aphididae), on Soybean at Constant Temperatures",Insects,,2075-4450,10.3390/insects11050296,https://www.mdpi.com/2075-4450/11/5/296,"We investigated several characteristics of the development and reproduction of the aphid Aulacorthum solani raised on soybean (Glycine max) at 10 constant temperatures between 2.5 and 30 °C, and described the relationship between temperature and several critical biological characteristics using mathematical models. We found that A. solani could survive and reproduce on soybean at temperatures ranging from 5 to 27.5 °C. High fecundity was observed at temperatures from 12.5 to 20 °C. The lower developmental threshold and thermal constant for this species’ nymphal stages were estimated to be 5.02 °C and 131.2 degree-days, respectively, using a linear model. The upper developmental threshold was estimated to be 33.9 °C using the Lactin-2 model. The optimum temperature for nymphal development was estimated to be 26.9 °C. The maximum total fecundity was estimated as ca. 76.9 nymphs per adult at 18.1 °C. The daily fecundity sharply increased at earlier adult ages, and slowly decreased thereafter until final parthenogenesis occurred, over a range of temperatures from 12.5 to 25 °C. The maximum daily fecundity was estimated to be ca. 6.1 nymphs per adult per day for a 5.2 day old of adult at 21.3 °C using an age- and temperature-dependent model of adult fecundity. In terms of life table statistics, the intrinsic rates of increase and the finite rate of increase were both highest at 25 °C, while the net reproductive rate was highest at 20 °C.",2020-05-11,2025-06-10 11:54:22,2025-06-10 11:54:22,2025-06-10 11:54:22,296,,5,11,,Insects,"Development, Reproduction, and Life Table Parameters of the Foxglove Aphid, Aulacorthum solani Kaltenbach (Hemiptera",,,,,,,en,https://creativecommons.org/licenses/by/4.0/,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XNLASJAI,journalArticle,2010,"Park, Chang-Gyu; Kim, Hwang-Yong; Lee, Joon-Ho",Parameter estimation for a temperature-dependent development model of Thrips palmi Karny (Thysanoptera: Thripidae),Journal of Asia-Pacific Entomology,,12268615,10.1016/j.aspen.2010.01.005,https://linkinghub.elsevier.com/retrieve/pii/S1226861510000117,,2010-06,2025-06-10 11:57:02,2025-06-10 11:57:02,2025-06-10 11:57:02,145-149,,2,13,,Journal of Asia-Pacific Entomology,Parameter estimation for a temperature-dependent development model of Thrips palmi Karny (Thysanoptera,,,,,,,en,https://www.elsevier.com/tdm/userlicense/1.0/,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQQGRE6N,journalArticle,2000,"Lee, Joon-Ho; Ahn, Jeong Joon","Temperature Effects on Development, Fecundity, and Life Table Parameters of <i>Amblyseius womersleyi</i> (Acari: Phytoseiidae)",Environmental Entomology,,"0046-225X, 1938-2936",10.1093/ee/29.2.265,https://academic.oup.com/ee/article-lookup/doi/10.1093/ee/29.2.265,,2000-04-01,2025-06-10 12:04:40,2025-06-10 12:04:40,2025-06-10 12:04:40,265-271,,2,29,,Environ Entomol,"Temperature Effects on Development, Fecundity, and Life Table Parameters of <i>Amblyseius womersleyi</i> (Acari",,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKDQF3F6,journalArticle,2020,"Pollard, Ciarán P.; Griffin, Christine T.; Andrade Moral, Rafael De; Duffy, Catriona; Chuche, Julien; Gaffney, Michael T.; Fealy, Reamonn M.; Fealy, Rowan",phenModel: A temperature-dependent phenology/voltinism model for a herbivorous insect incorporating facultative diapause and budburst,Ecological Modelling,,3043800,10.1016/j.ecolmodel.2019.108910,https://linkinghub.elsevier.com/retrieve/pii/S0304380019304181,,2020-01,2025-06-10 12:41:49,2025-06-10 12:41:49,2025-06-10 12:41:49,108910,,,416,,Ecological Modelling,phenModel,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6MTKPVFD,journalArticle,2020,"Park, Young-gyun; Lee, Joon-Ho",Temperature-dependent development and oviposition models and life history characteristics of Amblyseius eharai (Amitai et Swirski) (Acari: Phytoseiidae) preying on Tetranychus urticae (Koch) (Acari: Tetranychidae),Journal of Asia-Pacific Entomology,,12268615,10.1016/j.aspen.2020.07.021,https://linkinghub.elsevier.com/retrieve/pii/S1226861520303988,,2020-12,2025-06-10 12:50:55,2025-06-10 12:50:55,2025-06-10 12:50:55,869-878,,4,23,,Journal of Asia-Pacific Entomology,Temperature-dependent development and oviposition models and life history characteristics of Amblyseius eharai (Amitai et Swirski) (Acari,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VWS3FCJM,journalArticle,2000,"Liu, Shu-Sheng; Meng, Xue-Duo",Modelling development time of <i>Lipaphis erysimi</i> (Hemiptera: Aphididae) at constant and variable temperatures,Bulletin of Entomological Research,,"0007-4853, 1475-2670",10.1017/S0007485300000468,https://www.cambridge.org/core/product/identifier/S0007485300000468/type/journal_article,"Abstract                            The development period from birth to adult of virginoparae of the turnip aphid,               Lipaphis erysimi               (Kaltenbach), at 14 constant, 15 alternating and 15 natural temperature regimes were modelled to determine mathematical functions for simulating aphid development under a wide range of natural conditions. The day-degree model, the logistic equation, and the Wang model were used to describe the relationships between temperature and development rate at constant and alternating temperatures. The three models were then used with a Weibull function describing the distribution of development times, to simulate the development of individuals of cohorts at natural temperature regimes. Comparison of the observed with simulated distributions of adult emergence indicates that all three models can simulate the development of               L. erysimi               equally well when temperature does not go below 6°C (the notional low temperature threshold of the day-degree model) or above 30°C. When accumulation of temperatures below 6°C becomes substantial, only the logistic curve offers accurate simulations; the other two models give falsely longer durations of development. When accumulation of temperatures above 30°C becomes substantial, the logistic curve and the Wang model offer more accurate simulations than the day-degree model, which tends to produce shorter durations of development. Further analysis of the data reveals that development rate of this aphid at a given unfavourable high temperature may vary with time. Methods for accurately simulating the development time of               L. erysimi               in the field are suggested. The significance of modelling insect development at low and high temperatures by non-linear models is discussed.",2000-08,2025-06-10 13:06:48,2025-06-10 13:06:48,2025-06-10 13:06:48,337-347,,4,90,,Bull. Entomol. Res.,Modelling development time of <i>Lipaphis erysimi</i> (Hemiptera,,,,,,,en,https://www.cambridge.org/core/terms,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C43ZLNNZ,journalArticle,1992,"Whitfield, G. H.; Richards, K. W.","Temperature-dependent development and survival of immature stages of the alfalfa leafcutter bee, Megachile rotundata (Hymenoptera: Megachilidae)",Apidologie,,0044-8435,10.1051/apido:19920102,http://www.apidologie.org/10.1051/apido:19920102,,1992,2025-06-10 13:22:04,2025-06-10 13:22:04,2025-06-10 13:22:04,11-23,,1,23,,Apidologie,"Temperature-dependent development and survival of immature stages of the alfalfa leafcutter bee, Megachile rotundata (Hymenoptera",,,,,,,,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8R2B4JW2,journalArticle,2017,"Park, Chang-Gyu; Seo, Bo Yoon; Jung, Jin Kyo; Kim, Hwang-Yong; Lee, Si-Woo; Seong, Ki Yeong","Forecasting Spring Emergence of the Asian Corn Borer, Ostrinia furnacalis (Lepidoptera: Crambidae), Based on Postdiapause Development Rate",Journal of Economic Entomology,,"0022-0493, 1938-291X",10.1093/jee/tox272,http://academic.oup.com/jee/article/110/6/2443/4555066,,2017-12-05,2025-06-10 13:51:48,2025-06-10 13:51:48,2025-06-10 13:51:48,2443-2451,,6,110,,,"Forecasting Spring Emergence of the Asian Corn Borer, Ostrinia furnacalis (Lepidoptera",,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA5FG4XL,journalArticle,2021,"Choi, Yong-Seok; Baek, Sunghoon; Kim, Min-Jung",Effect of Temperature on the Development and Survival of Feltiella acarisuga (Vallot) (Diptera: Cecidomyiidae) Preying on Tetranychus urticae (Koch) (Acari: Tetranychidae),Insects,,2075-4450,10.3390/insects12060508,https://www.mdpi.com/2075-4450/12/6/508,"The predatory gall midge, Feltiella acarisuga (Vallot) (Diptera: Cecidomyiidae), is an acarivorous species that mainly feeds on spider mites (Acarina: Tetranychidae). Because of its cosmopolitan distribution and predation efficacy, it is considered an important natural enemy available as a biological agent for augmentative biocontrol. However, despite its practical use, the thermal development and survival response to temperature have not yet been fully studied. In this study, we investigated the stage-specific development and survival of F. acarisuga at seven temperatures (11.5, 15.7, 19.8, 23.4, 27.7, 31.9, and 35.4 °C) to examine the effect of temperature on its lifecycle. All developmental stages could develop at 11.5–31.9 °C, but the performance was different according to the temperature. From the linear development rate models, the lower development threshold and thermal constant of the total immature stage were estimated at 8.2 °C and 200 DD, respectively. The potential optimal and upper threshold temperatures for the total immature stage were estimated as 29.3 and 35.1 °C using a non-linear development model. The operative thermal ranges for development and survival at 80% of the maximum rate were 24.5–32.3 and 14.7–28.7 °C, respectively. Thus, it was suggested that 24.5–28.7 °C was suitable for the total immature stage. In contrast, conditions around 8 °C and 35 °C should be avoided due to the lower development rate and high mortality. Our findings provide fundamental information for an effective mass-rearing and releasing program of F. acarisuga in an augmentative biocontrol program and help to predict phenology.",2021-05-31,2025-06-10 13:57:58,2025-06-10 13:57:58,2025-06-10 13:57:58,508,,6,12,,Insects,Effect of Temperature on the Development and Survival of Feltiella acarisuga (Vallot) (Diptera,,,,,,,en,https://creativecommons.org/licenses/by/4.0/,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEJHDT8I,journalArticle,2022,"Nguyen, Hai Nam; Lee, In Jun; Kim, Hyuck Joo; Hong, Ki-Jeong",Temperature-Dependent Development of the Post-Diapause Periods of the Apricot Seed Wasp Eurytoma maslovskii (Hymenoptera: Eurytomidae): An Implication for Spring Emergence Prediction Models,Insects,,2075-4450,10.3390/insects13080722,https://www.mdpi.com/2075-4450/13/8/722,"The present study investigates the influence of temperature on the development of Eurytoma maslovskii after a diapause break up until adulthood. The insect development rate was fitted to both linear and nonlinear models to estimate thermal bioparameters, which served as the basis for constructing prediction models. Chilled apricot seeds collected in November were used for the experiments in March. Experiment 1 used intact seeds, while experiment 2 used overwintered larvae obtained by cracking the endocarp cover. Both larvae and intact seeds were subjected to seven constant temperatures (14.5, 18.8, 21.3, 24.0, 27.0, 30.2, and 34.3 °C). The post-diapause larvae of E. maslovskii developed into adults at a temperature range of 14.5–30.2 °C, and no larvae pupated at 34.3 °C. The lower temperature thresholds (LTs) for post-diapause larva and pupa and the total post-diapause period until adult emergence and until adult exit were 8.1, 8.2, 8.2, and 7.3 °C, respectively, whose thermal constants (DD) were 66.2, 180.2, 246.9, and 336.7 degree days, respectively. The distribution of E. maslovskii at all post-diapause stages was described using a two-parameter Weibull function. The data predicted by the model using accumulated degree days starting from January 1 did not differ by more than three days from the observed field emergence of E. maslovskii. Our data provide insights into the development of E. maslovskii after diapause. Temperature-dependent development supports the use of a degree day model to predict field emergence for pest timing control.",2022-08-12,2025-06-10 14:05:51,2025-06-10 14:05:51,2025-06-10 14:05:51,722,,8,13,,Insects,Temperature-Dependent Development of the Post-Diapause Periods of the Apricot Seed Wasp Eurytoma maslovskii (Hymenoptera,,,,,,,en,https://creativecommons.org/licenses/by/4.0/,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAEBBX3H,journalArticle,2009,"Kim, T.; Ahn, J.; Lee, J.‐H.","Temperature‐dependent developmental model of <i>Neoseiulus californicus</i> (McGregor) (Acari, Phytoseiidae)",Journal of Applied Entomology,,"0931-2048, 1439-0418",10.1111/j.1439-0418.2008.01343.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1439-0418.2008.01343.x,"Abstract                            The developmental time and survival of immature stages of               Neoseiulus californicus               were studied at nine constant temperatures (12, 16, 24, 24, 28 32, 36, 38 and 40°C), 60–70% RH, and a photoperiod of 16 : 8 (L : D) h. The total mortality of immature               N. californicus               was lowest at 24°C (4.5%) and highest at 38°C (15.2%). The total developmental time decreased with increasing temperature between 12°C (18.38 days) and 32°C (2.98 days), and increased beyond 32°C. The relationship between the developmental rate and temperature was fitted by five nonlinear developmental rate models (Logan 6, Lactin 1, 2 and Briere 1, 2). The nonlinear shape of temperature development was best described by the Lactin 1 model (r               2                = 0.98). The developmental variation of each stage was well described by the three‐parameter Weibull distribution model (r               2                = 0.91–0.93). The temperature‐dependent developmental models of               N. californicus               developed in this study could be used to determine optimal temperature conditions for its mass rearing, to predict its seasonal population dynamics in fruit tree orchards or greenhouse crops, or to develop a population dynamics model of               N. californicus               .",2009-05,2025-06-10 14:12:56,2025-06-10 14:12:56,2025-06-10 14:12:56,284-291,,4,133,,J Applied Entomology,,,,,,,,en,http://onlinelibrary.wiley.com/termsAndConditions#vor,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAA9YEMV,journalArticle,2014,"Choi, Kyung San; Kim, Dong-Soon",Temperature-dependent development of Ascotis selenaria (Lepidoptera: Geometridae) and its stage emergence models with field validation,Crop Protection,,2612194,10.1016/j.cropro.2014.08.020,https://linkinghub.elsevier.com/retrieve/pii/S0261219414002749,,2014-12,2025-06-10 14:15:17,2025-06-10 14:15:17,2025-06-10 14:15:17,72-79,,,66,,Crop Protection,Temperature-dependent development of Ascotis selenaria (Lepidoptera,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZG9GF46C,journalArticle,2011,"Park, Chang-Gyu; Park, Hong Hyun; Kim, Kwang Ho","Temperature-dependent Development Model and Forecasting of Adult Emergence of Overwintered Small Brown Planthopper, Laodelphax striatellus Fallen, Population",Korean journal of applied entomology,,,10.5656/KSAE.2011.10.0.62,https://doi.org/10.5656/KSAE.2011.10.0.62,,2011-12-30,2025-06-10 14:21:01,2025-06-10 14:21:01,2025-06-10 14:21:01,343-352,,4,50,,,,,,,,,,,,,,,DOI.org (CSL JSON),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRSA2JZ5,journalArticle,2007,"Son, Y.; Lee, J.‐H.; Chung, Y.‐J.","Temperature‐dependent post‐diapause development and prediction of spring emergence of the pine needle gall midge (Dipt., Cecidomyiidae)",Journal of Applied Entomology,,"0931-2048, 1439-0418",10.1111/j.1439-0418.2007.01214.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1439-0418.2007.01214.x,"Abstract:                We determined the influence of temperature on post‐diapause development of overwintered               Thecodiplosis japonensis               Uchida et Inouye (Dipt., Cecidomyiidae) under various treatments (12, 15, 18, 21, 24, 27 and 30°C) in an effort to predict its spring emergence. Survival and developmental period for the overwintered larvae and pupae were significantly influenced by temperature. Linear and nonlinear regression models quantitatively described temperature‐dependent development and survival of               T. japonensis               . The survival models exhibited right‐skewed bell shape patterns for all stages, indicating a more detrimental impact on survival at high temperatures. Theoretical optimum temperatures with highest survival were 22.3, 24.0 and 24.0°C for the overwintered larvae, pupae and total post‐diapause development (the larvae to adults) respectively. Pupal mortality was higher at all temperatures than larval mortality and the suitable range of temperature for pupae was narrower than that of larvae. The nonlinear Briere model estimated that optimum temperatures with the fastest development were 29.1°C for larvae, 27.6°C for pupae and 27.0°C for larvae to adults. In a linear model, the lower threshold temperatures were 5.1, 7.1 and 5.9°C for larvae, pupae, and larvae to adults respectively. A predictive degree‐day model was developed using trap catches of               T. japonensis               adult emergence during 1991–1995. The model accounted for 84.6% of year‐to‐year variation in adult emergence and predicted accurately the median emergence time in 1996.",2007-12,2025-06-10 14:27:46,2025-06-10 14:27:46,2025-06-10 14:27:46,674-683,,9-10,131,,J Applied Entomology,,,,,,,,en,http://onlinelibrary.wiley.com/termsAndConditions#vor,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
